,pdbid,smiles
6554,2ych,[P](=O)(=O)(=O)OP(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
11063,4m6u,[C-](=O)(=O)C([C-](=O)=O)O
7620,4hyf,Clc1ccccc1n1c(nnc1/C=C/c1nnc(c2ccc(cc2)C#N)o1)c1ccc(c[n]1)S(=O)(=O)C
6628,2ofv,c1c2c([n]c([n]1)N)ccc(c2)c1cc(ccc1C)C(=O)Nc1cc(ccc1)C(F)(F)F
10874,2w08,[NH3+][C@@H]([C@@H](C)O[P](=O)(=O)=O)[C-](=O)=O
2093,2h5e,[P](=O)(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(=O)[nH][c+](=[NH2])[nH]c12
10863,4j22,c1(=O)cc(C)c2c([nH]1)cc(c1ccc(C(=O)NCC[NH+]3CCOCC3)cc1Cl)cc2
10322,4b5s,[C-](=O)(=O)C(=O)C
1847,4mm5,Clc1c(Cl)cc(cc1)[C@H]1c2ccccc2[C@@H]([NH2+]C)CC1
11119,4a7i,C1C[N@@H+](C(C)C)CC[C@@H]1NS(=O)(=O)CCNC(=O)c1ccc(Cl)s1
4597,4joh,[NH2+]1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)[C@H](CC)C)[C@H](CC)C)CO)[C@H](O)C)CCC1
1328,4j3u,[C@@H]12[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O[C@@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O[C@@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O[C@@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O[C@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O[C@@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O2)O)O)O)O)CS[C@@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O[C@@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O)O)O)O)O)O)O)O)O)O
3958,4xcu,O=C(CC)Nc1cccc(C)c1Nc1[n]cc2cc(ccc2[n]1)c1c(Cl)c(cc(c1Cl)OC)OC
1102,4d8i,C(=O)(C)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CO)CCCC[NH3+])[C@H](CC)C)CC[C-](=O)=O)C
10184,2y7i,[NH3+][C@H]([C-](=O)=O)CCC[NH]=[C+](=[NH2])=[NH2]
3182,1y3y,[NH2]=[C+](=[NH2])c1ccc([C@@H]2[N@H+]3CCC[C@H]3[C@@H]3CN(C(=O)[C@H]23)C)cc1
1628,2sfp,[C-](=O)(=O)CC
6689,3l58,c1c(cc(cc1C(=O)N(CCC)CCC)C(=O)N[C@H]([C@@H](O)C[NH2+]Cc1cccc(c1)OC)Cc1cc(cc(c1)F)F)C
9818,1uz1,O[C@H]1[C@H](O)C(=O)NC[C@@H]1CO
2380,4x0u,C(=O)c1ccc(cc1)N(CC)CC
9560,4i8z,O=C(O[C@@H]1[C@@H]2CCO[C@@H]2OC1)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(cc1)C(=O)N
7077,4qz4,C(=O)(C[NH+]1CCOCC1)N[C@H](C(=O)N[C@@H](Cc1ccc(OC)cc1)C(=O)N[C@H]([C@@H](O)[C@H](C)CO)Cc1ccccc1)C
5173,2xiz,[C-](=O)(=O)/C=C/c1cc[n]cc1
8798,4an2,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(C1)(O)[C@@H]1CCCC[NH2+]1
7818,3p9h,C(=O)(C)N1[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3[C@H](C(=O)N4[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CC[C-](=O)=O)CC[C-](=O)=O)CCC4)CCC3)C)[C@H](O)C)C[C@@H](O/N=C/c3cc(OC)c(OC)cc3)C2)CC[C-](=O)=O)CCC1
6638,2ohr,Nc1[n]cccc1NCc1cccc(c1)c1ccc[n]c1
3078,4o0j,[n]1c(c(c(c(c1C)[C@@H]([C-](=O)=O)OC(C)(C)C)c1ccc(cc1)Cl)C)c1ccc(c(c1)C)C
580,3dcq,[C@@H]1([C@@H](O)[C@H](O)[C@H](O)[C@@H](O1)C)CC(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)N)CC(C)C)CCC1)CC
8207,5ek0,C1[C@@H](C[N@H+]1CC)n1c(ccn1)c1cc(ccc1Oc1ccc(cc1C#N)S(=O)(=O)Nc1ncns1)C(F)(F)F
11165,2yme,O=C(c1c2ccccc2n(C)n1)N[C@H]1C[C@H]2[N@@H+]([C@@H](C1)CCC2)C
4587,1lhw,c1c2c(cc(c1OC)O)CC[C@H]1[C@H]3[C@](CC[C@H]21)([C@H](CC3)O)C
3680,1tvo,C1CN2C(CC1)C(=C(N2)c1ccccc1)c1cc2c([n][n]1)[nH]nc2N
11207,1fkh,C(=O)(O[C@H](CCc1ccccc1)C1CCCCC1)[C@@H]1CCCCN1C(=O)C(=O)C(CC)(C)C
9960,1g35,N1(S(=O)(=O)N([C@@H]([C@@H]([C@H]([C@H]1COc1ccccc1)O)O)COc1ccccc1)Cc1ccc(cc1)C(=O)OC)Cc1ccc(cc1)CO
4594,4joe,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)[C@H](CC)C)[C@H](CC)C)CO)[C@H](O)C)CCC1)C)CCC[NH]=[C+](=[NH2])=[NH2])CO)CC(=O)N)C
7472,4x47,[C-](=O)(=O)C1=C[C@@H]([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O1)NC(=O)C)O
209,4rss,Cn1c(C)c(C)c2cc(ccc12)Nc1[n]c(cc[n]1)n1cc(c(n1)C)C[N@@H+]1C[C@@H](C1)O
3701,1u9x,n1(cnc2c1[n]c([n]c2Nc1ccccc1OCCC[N@H+]1CC[N@@H+](CC1)C)C=N)C1CCCC1
8006,4no8,C(=O)(OCc1ccccc1)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C@H](O)C(=O)Nc1ccccc1)CC(C)C)CC(C)C)CC(C)C
11559,8cpa,C(=O)(OCc1ccccc1)N[C@H](C(=O)NCP(=O)(=O)O[C@H]([C-](=O)=O)Cc1ccccc1)C
712,3tz4,Cl[C@H]([C-](=O)=O)CC(C)C
2915,3hfv,[NH3+][C@@H](Cc1cccc(c1)O)[C-](=O)=O
7062,4qws,C(=O)(C[NH+]1CCOCC1)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@H]([C@H](C)CO)O)Cc1ccccc1)CC(C)C)CCc1ccccc1
7120,3wc5,O=[C-](=O)[C@H](C[SeH5])CCCCC[NH3+]
582,3dcs,NS(=O)(=O)c1sc(n(C)n1)NC(=O)C
7163,4o75,Fc1cnc(nc1Nc1nc2N(C(=O)C(Oc2cc1)(C)C)CO[P](=O)(=O)=O)Nc1cc(OC)c(OC)c(OC)c1
7523,4umr,Fc1ccc(cc1)C(=O)Nc1ccc2CC[NH2+]Cc2c1
2901,1o6i,[NH2+]1[C@H](CCC1)C=O
6466,2no3,c1([n]c(cc[n]1)Nc1c(cccc1)C(=O)N)Nc1cccc(c1)O
237,4tjw,C[NH+](C)CC(=O)Nc1cc2c3ccccc3c(=O)[nH]c2cc1
3061,4nw5,Fc1cccc(OC)c1c1cccc2c1oc(n2)Nc1cc(OC)c(OC)c(c1)OC
10696,2z94,c1c(c(cc(c1)C)S)S
8072,1wbv,Fc1cc(cc(c1)C(=O)Nc1ccc2[nH]ccc2c1)N1CCOCC1
2468,5alz,CS(=O)(=O)N1CCC(CC1)NC(=O)N[C@@]12C[C@H]3C[C@@H](C1)C[C@H](C3)C2
2840,1d5r,O=[C-](=O)[C@H](O)[C@@H](O)[C-](=O)=O
2803,1iup,C([C-](=O)=O)(C)C
2350,4jit,[nH]1c(N)nc2c(c1=O)ncn2[C@H]1CCN(C1)C(=O)C[P](=O)(=O)=O
6134,2p2h,c1(c(cc(cc1OC)Nc1[n]c([n]c[n]1)c1ccc[n]c1Nc1ccccc1)OC)OC
10001,3eft,C1C(C)(C)[N@H+](O)C(C)(C)C[C@@H]1NC(=S)Nc1c(cc(cc1)S(=O)(=O)N)Cl
472,4y32,[NH3+][C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@@H](CO[P](=O)(=O)=O)C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H]([C-](=O)=O)[C@H](O)C)CCC2)CC(C)C)CCC1)[C@H](O)C)CCC[NH]=[C+](=[NH2])=[NH2]
9186,3ewu,O=[P](=O)(=O)OC[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O1)n1c(CC)cc(=O)[nH]c1=O
8210,5em7,C1C[NH+](CCN1c1ccc(cc1)NC(=O)c1c(cc[nH]c1=O)Nc1ccccc1OC)C
11029,2afw,C(=O)(C)NCCc1c[nH]cn1
1698,4pgc,[NH3+][C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc2cc(c(c(c2)I)O)I)C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)CC(C)C)C)CCC2)CC(=O)N)CCC1)C)Cc1ccccc1
206,1rlq,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N3[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)Cc4ccc(cc4)O)CCC[NH]=[C+](=[NH2])=[NH2])CCC3)CC(C)C)CCC2)CCC1)CC(C)C)C)CCC[NH]=[C+](=[NH2])=[NH2]
858,5a5z,C[C@H](S)C(=O)NC[C-](=O)=O
6947,3dp3,CC(C)(C)c1ccc(cc1)C(=O)/N=N\Cc1cc(Br)c(O)c(Br)c1O
3181,1y3w,[NH2]=[C+](=[NH2])c1ccc(cc1)[C@@H]1[N@H+]2CCC[C@H]2[C@@H]2[C@H](N(C(=O)[C@H]12)Cc1ccc2OCOc2c1)CC
3372,3cth,c1cc(ccc1CC(=O)NC(=O)Nc1ccc(c(c1)F)Oc1cc[n]c(c1)N)F
873,2q7u,P(=O)(=O)OC[C@H]1O[C@H](C[C@@H]1O)n1c(=O)[nH]c(=O)c(C)c1
6172,4inu,C(=O)([C@@H](N=N#N)Cc1ccccc1)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](CCS(=O)(=O)C)Cc1ccc(C[NH3+])cc1)CC(C)C)Cc1ccc(C[NH3+])cc1
5374,3avj,N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C1=O)C[C-](=O)=O)CCSC)CC(=O)N)C[C-](=O)=O)[C@H](CC)C)CCCC[NH3+])CC(C)C)C
9467,4ahu,c12ccccc1[nH]cc2[C-](=O)=O
842,4zz2,[nH]1[c+](=[NH2])[nH]c(=O)c2cc([nH]c12)CCCc1cc(cs1)C(=O)N[C@@H](CC[C-](=O)=O)[C-](=O)=O
10742,3wjw,O=c1[nH]c(=O)cc(C)n1[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO[P](=O)(=O)=O
10306,4jal,[NH3+][C@@H](CCSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)[n]c[n]c12)[C-](=O)=O
10313,4jn2,c1(NCc2nc3cc(C(=O)N(c4cccc[n]4)CC[C-](=O)=O)ccc3n2C)ccc([C+](=[NH2])=[NH2])cc1
5379,3avz,C(=O)(C)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1nc[nH]c1)C=O)CC1CCCCC1)C(C)C)C)CO
10315,4jpx,[NH3+][C@H]([C-](=O)=O)Cc1ccccc1
333,4ehr,O=C(N1CCc2ccccc2C1)c1c(c2c(CCCC)n(c3ccccc3)nc2CO)ccc(c1)C(=O)NS(=O)(=O)CC[Si](C)(C)C
1825,2cn8,O=C1NCC/C(=c\2/[nH][c+](=[NH2])[nH]c2=O)/c2c1[nH]cc2
7330,4q3s,O=[C-](=O)[C@@]([NH3+])(CCCC[B](O)(O)O)CC[NH+]1CCCCC1
9098,2anl,c1(O)cccc(c1C)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCc1c(cccc1)C
7861,4os7,[NH3+]CC(=O)N[C@@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CC(C)C)CSSCCCN(C(=O)C1)CCCSSC2)CCC[NH]=[C+](=[NH2])=[NH2])Cc1nc[nH]c1)CC(=O)N)CC[C-](=O)=O)CCC[NH]=[C+](=[NH2])=[NH2])CC(C)C)C
7911,4z7i,C(c1ccccc1)C[C@@H](P(=O)(=O)C[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)CCCC[NH3+])C)CO)Cc1ccccc1)C)Cc1nc[nH]c1)Cc1nc[nH]c1)CCCC[NH3+])[NH3+]
4968,3ubx,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)NC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC
7952,3tne,c1c(scn1)COC(=O)N[C@H]([C@H](C[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)N(Cc1csc(n1)C(C)C)C)C(C)C)O)Cc1ccccc1
9335,4poh,C1CCc2cccc(C)c2/C/1=C/C(=C\C=C\C(=C\[C-](=O)=O)\C)/C
2933,3hng,Clc1ccc(cc1)NC(=O)c1c(cccc1)NCc1cc[n]cc1
2415,2ael,[C@H]1(CCC(=CC1)C)[N@@H+](CCC=C(C)C)C
8032,3m8p,c1(Oc2[n]c(Nc3ccc(cc3)C#N)[n]c(N)c2Br)c(C)cc(cc1C)C#N
1021,3kqm,Brc1cnc[nH]1
1233,1cin,s1c(cc2[C@H](C[C@@H](S(=O)(=O)c12)C)[NH2+]C)S(=O)(=O)N
3588,4ktc,C(=O)(OC1CCCC1)N[C@@H]1C(=O)N2[C@H](C(=O)N[C@@]3(C[C@H]3CCCCCCC1)C(=O)NS(=O)(=O)C1CC1)C[C@H](C2)OC(=O)N1Cc2c(CC1)cccc2
6151,1v0o,c12c(cccc1)C(=O)/C(=C\1/C(=O)Nc3c1cc(cc3)[S](=O)(=O)=O)/N2
7337,4q9z,Cc1cc2OCC3=NNC(=O)[C@@H](C)N3c2cc1NC1C[NH2+]C1
8906,2y1d,C(=O)N(CC[C@@H](c1cc(Cl)c(Cl)cc1)[P](=O)(=O)=O)O
10408,3cr5,c1(ccc(cc1)[C+](=[NH2])=[NH2])OCCCCCOc1ccc(cc1)[C+](=[NH2])=[NH2]
9348,3su4,C(=O)([C@H]1N2C(=O)[C@@H](NC(=O)OCC(CCCCc3c4c(cn(C(=O)O[C@H](C1)C2)c4)ccc3)(C)C)C(C)(C)C)N[C@@]1(C(=O)NS(=O)(=O)C2CC2)[C@H](CC)C1
11015,1nwl,O=[C-](=O)c1[n]cc[n]c1C(=O)N[C@@H]1CC[C@@H](CC1)C(=O)NCCSSCCNC(=O)C
5768,1abt,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)O)Cc1ccc(cc1)O)C(C)C)Cc1c[nH]c2c1cccc2)Cc1nc[nH]c1)CCCC[NH3+]
6852,3oag,C1C[NH2+]C[C@@H]([C@H]1c1c[n]c(cc1)OCCOc1c(cc(cc1Cl)C)Cl)C(=O)N(Cc1cc(ccc1Cl)C[NH2+]C1CC1)C1CC1
7794,3p0g,Cc1ccccc1CC(C)(C)[NH2+]C[C@H](O)c1ccc(O)c2NC(=O)COc12
11816,3ppm,[n]1c(cccc1)c1nnc(o1)C(=O)CCCCCCc1ccccc1
11240,4avh,OC[C@H]1O[C@@H]([C@H]([C@H]([C@@H]1O)O)O)OCCCSCCC
9548,4i3z,[P](=O)(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
10518,3mi3,[NH3+][C@H]([C-](=O)=O)CCCC[NH3+]
2066,4a4o,[n]1c([n]c(cc1)c1n(c2c(c1)C(=O)NCC2)C)Nc1c(ccc(c1)N1CC[N+](CC1)C)OC(F)(F)F
7017,4zy6,c12c(c(CNc3[n]ccc([n]3)Nc3cc(C4CC4)n[nH]3)ccc1[nH]cn2)Cl
7548,3mvj,[C@H]1(CCN(C1)c1[n]c[n]c2c1c(c[nH]2)C)[NH3+]
4380,3puj,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)CCC(=O)N)CCC[NH]=[C+](=[NH2])=[NH2])CC(C)C)CC[C-](=O)=O)Cc1nc[nH]c1)[C@H](O)C)CCC[NH]=[C+](=[NH2])=[NH2])C[C-](=O)=O)CCC[NH]=[C+](=[NH2])=[NH2]
3586,4ksp,c1c(cc(CC(=O)Nc2cc(ccc2F)Oc2ccc3c(c2C#N)sc(n3)NC(=O)C2CC2)cc1)C(F)(F)F
2788,2vcj,C1COCC[NH+]1Cc1ccc(cc1)c1c(C(=O)NCC)noc1c1cc(Cl)c(O)cc1O
6884,4v04,n1c2cccnn2c(c1)C#Cc1c(ccc(c1)C(=O)Nc1ccc(c(c1)C(F)(F)F)C[N@H+]1CC[N@@H+](CC1)C)C
5231,4j52,COc1cc(ccc1Nc1[n]cc2N(C)C(=O)[C@](F)(CN(C3CCCC3)c2[n]1)C=C)C(=O)N[N@H+]1CC[N@H+](C)CC1
7776,4dt2,C1C(C)(C)Oc2c1cccc2CO
415,4obz,c1c(CC(=O)[NH]=[C+](=[NH2])=[NH]Cc2ccc(cc2)C)ccc(c1OC)OC
1287,3sfc,[n]1c(c2c(cc1)c(c(n2c1ccccc1)Oc1cc(ccc1C)F)C(=O)N1CC[NH2+]CC1)Cc1ccccc1
2436,4b00,CCn1cc(cc(c1=O)C)[C@]1(c2cccc(c2[C+](=[NH2])N1)F)c1cccc(c1)c1cc(c[n]c1)C#CC
8891,4m7b,CC1CC(C2N([N]1)C=NN2)NCCc1ccc(O)cc1
6327,2wi3,Nc1[n]c(C)[n]c([n]1)SC
634,2fky,c1(cc(c(cc1)F)C1=C[C@H](N(C1)C(=O)N(C1CC[NH2+]CC1)C)c1ccccc1)F
9297,2bza,[NH3+]Cc1ccccc1
3314,3wf9,[n]1c2ccccc2c(C(=O)O[C@@H](C)C(=O)Nc2ccc(S(=O)(=O)N)cc2)c2C[C@@H](C)CCc12
2576,3rcj,c1c[n]c2c(c1)c(c[nH]2)c1nnn(c1)Cc1ccccc1
8312,4wf2,P(=O)(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12)OCCCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
4969,3ud5,[C@@H]1(O[C@@H](n2cnc3c(N)[n]c[n]c23)[C@@H]([C@@H]1O)O)CS[C@H]1CC[N@H+](CC1)CC[NH2+]Cc1[n]c2c(=O)[nH][c+](=[NH2])[nH]c2[n]c1
5921,1r6g,O=[C-](=O)Cc1cc(c(c(c1)Br)Oc1cc(c(cc1)O)C(=O)NCCc1ccccc1)Br
10766,2xmy,Cc1n(C)c(=O)sc1c1[n]c([n]cc1)Nc1ccc(cc1)S(=O)(=O)NCCOC
512,2w5i,[P](=O)(=O)(=O)OP(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
1500,2ok1,c1(cccc(c1)c1cn[nH]c1c1c[nH]c(c1)C(=O)NCc1ccccc1)Cl
9606,1i00,n1c(C)[nH]c(=O)c2cc(ccc12)CN(c1sc(cc1)C(=O)N[C@@H](CC[C-](=O)=O)[C-](=O)=O)C
2261,4fk7,Nc1cc2c3ccccc3c(=O)[nH]c2cc1
11057,4m13,n1(nc(c(c1)NC(=O)N)C(=O)N)c1cccc2c1cc(cc2)OCCC
1272,3oct,c1c(C(=O)Nc2c(cccc2Cl)C)sc(Nc2cc([n]c(C)[n]2)N2CC[NH+](CCO)CC2)n1
126,2lty,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N2[C@H](C(=O)N3[C@H](C(=O)N4[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N5[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C[C-](=O)=O)CCSC)CCC5)Cc5ccc(cc5)O)CCC[NH]=[C+](=[NH2])=[NH2])CO)Cc5ccc(cc5)O)CCC4)CCC3)CCC2)CCC1)CO)CC[C-](=O)=O)CC(C)C)CC[C-](=O)=O
7979,4wvs,[NH2+](C)[C@@H](C)C(=O)N[C@@H](CC#C)C(=O)N1[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)Cc2ccc(OCCN=N#N)cc2)Cc2ccccc2)CCC1
1846,4mm4,Fc1ccc(cc1)[C@@H]1CC[NH2+]C[C@H]1COc1ccc2OCOc2c1
7849,4oq3,Clc1cc(c(cc1)C)n1c(nc(c1c1cc(ccc1)Cl)[C-](=O)=O)c1cc(ccc1)C
10515,3mhl,[n]1c[n]c(c(c1OC)N(=O)=O)NCc1ccc(cc1)S(=O)(=O)N
11269,4zae,c1ccc(cc1)[C@@H](c1[nH]c2cc(c(cc2n1)C)C)CNC(=O)c1c(cc(cc1Cl)n1cnnc1)Cl
3630,3l9n,c1cc(ccc1C[C@H]([NH3+])CNc1sc(nn1)c1ccc2n[nH]cc2c1)C
5683,3g2t,[NH3+][C@@H](CO[P](=O)(=O)=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C)[C@H](CC)C)C(C)C)CCSC)CCC1)C(C)C)C[C-](=O)=O)C[C-](=O)=O
3564,4cmu,c1cc(cc2c1C(=O)N(Cc1c(c3cc(c([n]c3)N)O[C@@H]2C)c(C)nn1C)C)F
9397,4kb9,c1(ccc(cc1)S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@@H](NC(=O)O[C@@H]1[C@H]2[C@@H](CCC1)O[C@H]1[C@@H]2CCO1)Cc1ccccc1)OC
1052,2ieo,Nc1ccc(cc1)S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@@H](NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)Cc1ccccc1
9267,2zmm,CNC(=O)N(c1cccc(c1)c1c(c(c([C-](=O)=O)s1)OC[C-](=O)=O)Br)C1CCCCC1
7326,4q1s,OC1=C2[C@H]3C[C@@]([C@H](C[C@@H](C/C(=C/[C@H](CC[C@@H]4[C@@H]([C@@H]([C@H]([C@H]2O4)C)O)C)C)/C)C)C)(O)OC3=C(C1=O)C
3893,4zjj,C(N1c2ccc(cc2N=C(c2cc(ccc12)Cl)N[C@@H]1CN(CC1)C(=O)NC(C)(C)C)F)C
5119,1g27,C([C@H](C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C)CCCC)N(C=O)O
6815,1yms,CCOc1c(C(=O)NCB(O)O)c2c(cccc2)cc1
3996,4yk5,O=[C-](=O)C(Cc1n(Cc2ccc(Cl)cc2)c2c(cc(cc2)c2ccc(c(F)c2)c2c(C)cccc2)c1C)(C)C
5251,2ww0,[C@H]1(O)[C@H]2[N@@H+](CCC1)C[C@@H](O)[C@H]2O
1485,3t4h,[C-](=O)(=O)[C@@H](NC(=O)[C-](=O)=O)CSCc1cccc(c1)N(=O)=O
10192,2ya8,[C-](=O)(=O)C1=C[C@H]([C@@H]([C@H](C1)[NH3+])NC(=O)C)OC(CC)CC
9296,2bes,O=[P](=O)(=O)OC[C@@H](O)[C@@H](O)C(=O)NO
4429,4lph,O=[P](=O)(=O)CNc1ncnc2sc(cc12)c1ccc(C)cc1
2594,3rkb,c1(c(nc(s1)NC1CCCCC1)N)C(=O)c1c[n]ccc1
7224,2vhq,[P](=O)(=O)(=O)OP(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
1770,3lxo,[P](=O)(=O)(=O)O[C@@H]1[C@@H](CO)O[C@H](C1)n1c(=O)[nH]c(=O)c(C)c1
2084,2h23,[NH3+][C@@H](CCSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)[n]c[n]c12)[C-](=O)=O
7679,4d1d,N1[C@H](Cc2ccc3c(c2)cccc3)C(=O)NC1=O
2271,4fmq,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)CCC(=O)N)CCC(=O)N)CCC[NH]=[C+](=[NH2])=[NH2])CCC[NH]=[C+](=[NH2])=[NH2])CCCC[NH3+])C)CC(C)C)CO)CO)C)C)CC(C)C)CO)CO)CC(C)C
5599,3i1y,C(CNC(=O)c1ccc[n]c1)C(c1ccccc1)c1ccccc1
8079,1we2,C1=C(C[C@H]([C@@H]([C@@H]1O)O)O)[C-](=O)=O
3376,3cvk,c12c(cc(NS(=O)(=O)C)cc2)S(=O)(=O)NC(=N1)C1=C([C@H]2[N@H+](CCC2)N(C1=O)CCC(C)(C)C)O
8806,4anw,CNC(=O)c1[n]c(c[n]c1N)c1cc(c(cc1)Cl)S(=O)(=O)Nc1cccc(F)c1F
11164,2yln,[NH3+][C@H]([C-](=O)=O)CS
9282,1jys,[nH]1cnc2c(N)[n]c[n]c12
2522,3qak,[C@H]1([C@H](O)[C@H](O[C@H]1n1cnc2c1[n]c([n]c2NCC(c1ccccc1)c1ccccc1)C(=O)NCCNC(=O)NC1CCN(CC1)c1[n]cccc1)C(=O)NCC)O
6055,3e9b,O=[C-](=O)[C@@H]([NH3+])CSC[CH3]B([OH2])[OH2].O
8543,4rn6,S(=O)(=O)(c1cccc2C[C@@H](CNc12)C)N[C@H](C(=O)N1[C@H](C[C@@H](CC1)C)[C-](=O)=O)CCC[NH]=[C+](=[NH2])=[NH2]
2443,5al3,Clc1cc(Cl)ccc1[C@@H]1NC(=O)c2ccc[n]c2N1C
9921,2fpz,n1c([nH]c2c1cccc2)N
8997,5c7b,C[C@@H]1C[N@H+](CC(=O)N2CCCC2)CC[NH2+]1
